title,artist,link
Disturbance (2007),Edmundus Saladzius,collections.ed.ac.uk/art/record/99891?highlight=*:*
Unknown (JUN 1987),Hazel Sutherland,collections.ed.ac.uk/art/record/53606?highlight=*:*
Cup of Life (1994),Leah Oates,collections.ed.ac.uk/art/record/21558?highlight=*:*
Reclining Nude - Female (1953),Mary C. A. Edmond,collections.ed.ac.uk/art/record/22722?highlight=*:*
Gem cabinet 6 (of 6) containing 43 medallions,Unknown,collections.ed.ac.uk/art/record/20620?highlight=*:*
Unknown (1950),B. J. Chambers Crabtree,collections.ed.ac.uk/art/record/50513?highlight=*:*
Smocking diagrams and samples,Unknown,collections.ed.ac.uk/art/record/102667?highlight=*:*
Oval plate,Emma Gillies,collections.ed.ac.uk/art/record/53730?highlight=*:*
Portrait - Girl (1946),Dorothy M. Peach,collections.ed.ac.uk/art/record/22707?highlight=*:*
Seated Female Nude (1953),Diana Douglas-Hamilton,collections.ed.ac.uk/art/record/20927?highlight=*:*
Portrait of Bearded Man with Bow Tie,Unknown,collections.ed.ac.uk/art/record/22611?highlight=*:*
Seated Male Nude (1953),Diana Douglas-Hamilton,collections.ed.ac.uk/art/record/20928?highlight=*:*
Nude Woman,Mieczyslaw T. Janikowski,collections.ed.ac.uk/art/record/22659?highlight=*:*
Untitled (1962),James Goodall,collections.ed.ac.uk/art/record/99848?highlight=*:*
Espresso Saucer,Emma Gillies,collections.ed.ac.uk/art/record/53690?highlight=*:*
Untitled (1989),Joanne Leonie Milne,collections.ed.ac.uk/art/record/21971?highlight=*:*
Seated Female Nude (1955),Jean Fraser,collections.ed.ac.uk/art/record/21195?highlight=*:*
Espresso Saucer,Emma Gillies,collections.ed.ac.uk/art/record/53686?highlight=*:*
Landscape with Farmhouse (1948),Margaret Simster,collections.ed.ac.uk/art/record/20799?highlight=*:*
Head of a Companion of Odysseus,Unknown,collections.ed.ac.uk/art/record/20583?highlight=*:*
Tennis Courts (1952),Eric Ritchie,collections.ed.ac.uk/art/record/22641?highlight=*:*
Farm Building (1946),Dorothy M. Peach,collections.ed.ac.uk/art/record/22735?highlight=*:*
Untitled (Standing Figures),Paul J Donaldson,collections.ed.ac.uk/art/record/21447?highlight=*:*
Memories (1983),Stuart T. MacKenzie,collections.ed.ac.uk/art/record/22629?highlight=*:*
Trees in Kensington Gardens (Unknown),John Kingsley Cook,collections.ed.ac.uk/art/record/21694?highlight=*:*
Composition with Wire Form (1994),John Maclean,collections.ed.ac.uk/art/record/47458?highlight=*:*
Portrait of a Woman (1959),V Thomson,collections.ed.ac.uk/art/record/20961?highlight=*:*
"Unknown, abstract (2004)",Amy Marshall,collections.ed.ac.uk/art/record/99487?highlight=*:*
Harbour scene,Derek Maguire,collections.ed.ac.uk/art/record/102744?highlight=*:*
Untitled,Unknown,collections.ed.ac.uk/art/record/102725?highlight=*:*
Self Portrait in White Apron,Unknown,collections.ed.ac.uk/art/record/22600?highlight=*:*
Seated Man Playing a Stringed Instrument (1952),Douglas Kerr,collections.ed.ac.uk/art/record/21040?highlight=*:*
Untitled - Reclining Nude Woman in Pastel (1963),Gordon Bryce,collections.ed.ac.uk/art/record/99276?highlight=*:*
Unknown,Unknown,collections.ed.ac.uk/art/record/53551?highlight=*:*
Unknown (Mar 1960),John Gilbert,collections.ed.ac.uk/art/record/53492?highlight=*:*
Modulated Joy #1 (2016),Ed Compson,collections.ed.ac.uk/art/record/99267?highlight=*:*
Shimmurmur (2006),James Bellinger,collections.ed.ac.uk/art/record/99887?highlight=*:*
Reclining goddesses from the Parthenon (east pediment) (Pre 1830),Westmacott,collections.ed.ac.uk/art/record/20631?highlight=*:*
Plate,Emma Gillies,collections.ed.ac.uk/art/record/53729?highlight=*:*
Untitled (Feb 1963),John Bellany,collections.ed.ac.uk/art/record/21534?highlight=*:*
Performing Labour in an Industrial Setting I (2020),Aisling Ward,collections.ed.ac.uk/art/record/113775?highlight=*:*
Nugget (2013),Charlotte Roseberry,collections.ed.ac.uk/art/record/21301?highlight=*:*
Unknown (1947),Eric Forrest,collections.ed.ac.uk/art/record/50587?highlight=*:*
Rebecca Crompton tray,Rebecca Crompton,collections.ed.ac.uk/art/record/102696?highlight=*:*
Portrait of a Man,Graeme Murray,collections.ed.ac.uk/art/record/21474?highlight=*:*
Vojna Tajna (Unknown),Boris Bućan,collections.ed.ac.uk/art/record/22029?highlight=*:*
Fragment of foliated frieze (mediaeval),Unknown,collections.ed.ac.uk/art/record/20558?highlight=*:*
Reclining Female Nude (1969),Gwendoline Rodger,collections.ed.ac.uk/art/record/21276?highlight=*:*
Untitled - Bikes in a Garage (1984),Heidi J P Kosaniuk,collections.ed.ac.uk/art/record/99437?highlight=*:*
Untitled (16 Jan 1979),James M. Fraser,collections.ed.ac.uk/art/record/21644?highlight=*:*
Costume Study (1948),Alexander Cree,collections.ed.ac.uk/art/record/50542?highlight=*:*
Untitled (1962),W. Douglas,collections.ed.ac.uk/art/record/21765?highlight=*:*
Goddess Nike unfasterning her sandal (1984),Vincent Butler,collections.ed.ac.uk/art/record/20629?highlight=*:*
Untitled (1962),Chris Holmes,collections.ed.ac.uk/art/record/21771?highlight=*:*
Volterra (Circa 1920),William Crozier 1893-1930,collections.ed.ac.uk/art/record/21179?highlight=*:*
Unknown (1950),John W. Corner,collections.ed.ac.uk/art/record/50518?highlight=*:*
Untitled (1967),Kevin Maguire,collections.ed.ac.uk/art/record/22027?highlight=*:*
Unknown,J Brown,collections.ed.ac.uk/art/record/53568?highlight=*:*
Reclining Nude (1953),Laura Nye,collections.ed.ac.uk/art/record/21118?highlight=*:*
Untitled (1963),Madelene R Galloway,collections.ed.ac.uk/art/record/99822?highlight=*:*
Unknown (31 Oct 1962),Norman Macdonald,collections.ed.ac.uk/art/record/53596?highlight=*:*
Untitled (Unknown),Kerys Ellery,collections.ed.ac.uk/art/record/21615?highlight=*:*
Untitled (Unknown),Robert Henderson Blyth,collections.ed.ac.uk/art/record/21689?highlight=*:*
Untitled (1983),Robert Rivers,collections.ed.ac.uk/art/record/99811?highlight=*:*
Untitled - Old Woman (1965-1966),Norman Orr,collections.ed.ac.uk/art/record/99406?highlight=*:*
"Nylqhare, Whipsnade (31 Aug 1946)",Mabel D. Lawford,collections.ed.ac.uk/art/record/50535?highlight=*:*
Plate,Emma Gillies,collections.ed.ac.uk/art/record/53675?highlight=*:*
Unknown,Hazel Holmes,collections.ed.ac.uk/art/record/53598?highlight=*:*
Plate,Emma Gillies,collections.ed.ac.uk/art/record/53711?highlight=*:*
Studio Interior (Unknown),Hilary A. Fisher,collections.ed.ac.uk/art/record/21663?highlight=*:*
Unknown (1952),Rosemary Bagshaw,collections.ed.ac.uk/art/record/53519?highlight=*:*
Blue and Green*,George M. Donald,collections.ed.ac.uk/art/record/112494?highlight=*:*
Female Nude (1952),David Michie,collections.ed.ac.uk/art/record/21388?highlight=*:*
Drawing of a Woman (12 Nov 1960),Sheila Percival,collections.ed.ac.uk/art/record/20991?highlight=*:*
Untitled (Unknown),Unknown,collections.ed.ac.uk/art/record/21808?highlight=*:*
Portrait of a Woman (1960),John Johnstone,collections.ed.ac.uk/art/record/21356?highlight=*:*
Step 1 (2013),Maria Hadam,collections.ed.ac.uk/art/record/21306?highlight=*:*
Untitled (1987),Unknown,collections.ed.ac.uk/art/record/21814?highlight=*:*
Unknown (1974),Carolyn Wall,collections.ed.ac.uk/art/record/21948?highlight=*:*
Untitled (1962),Leslie Johns,collections.ed.ac.uk/art/record/21762?highlight=*:*
Unknown (1949),Alison E. H. Stuart,collections.ed.ac.uk/art/record/50482?highlight=*:*
Untitled (Unknown),Glen M. K. Onwin,collections.ed.ac.uk/art/record/21822?highlight=*:*
Figure with Hanging Clothes (1971),Dorothy W. Baillie,collections.ed.ac.uk/art/record/22553?highlight=*:*
Needlebook,Winsome Douglass,collections.ed.ac.uk/art/record/113830?highlight=*:*
Tantallon,Gwyneth M. Leech,collections.ed.ac.uk/art/record/21802?highlight=*:*
Wall hanging,Winsome Douglass,collections.ed.ac.uk/art/record/113837?highlight=*:*
Espresso Cup,Emma Gillies,collections.ed.ac.uk/art/record/53694?highlight=*:*
Untitled - Still Life of Kitchen Table in Red (1963),William O. Little,collections.ed.ac.uk/art/record/99270?highlight=*:*
Standing Male Nude (1958),David Rifat,collections.ed.ac.uk/art/record/20874?highlight=*:*
Untitled (1965),Frances Sander,collections.ed.ac.uk/art/record/99527?highlight=*:*
Portrait of a Seated Figure (1958),Alan Alexander,collections.ed.ac.uk/art/record/21164?highlight=*:*
Portrait of a Boy (1955),Peter McGinn,collections.ed.ac.uk/art/record/21219?highlight=*:*
Portrait of a Man,Robin E. Bownass,collections.ed.ac.uk/art/record/22669?highlight=*:*
Seated Female Nude (1956),Priscilla McEwan,collections.ed.ac.uk/art/record/21237?highlight=*:*
Untitled (1962),John Picking,collections.ed.ac.uk/art/record/111040?highlight=*:*
Untitled (2006),Sarah Ryan,collections.ed.ac.uk/art/record/99871?highlight=*:*
Riders from the North Frieze of the Parthenon (1836-1837),NA,collections.ed.ac.uk/art/record/20708?highlight=*:*
Portrait of a Man (1959),Grace Nichol,collections.ed.ac.uk/art/record/21119?highlight=*:*
Untitled (24 Oct 1962),Peter Pretsell,collections.ed.ac.uk/art/record/99792?highlight=*:*
Reclining Male Nude (1958),David Rifat,collections.ed.ac.uk/art/record/20875?highlight=*:*
Untitled (1962-1963),Irene Thomson,collections.ed.ac.uk/art/record/22015?highlight=*:*
Untitled (Unknown),Unknown,collections.ed.ac.uk/art/record/21821?highlight=*:*
Untitled (Unknown),Victoria C F Bernie,collections.ed.ac.uk/art/record/21787?highlight=*:*
Cantoria (left panel),Unknown,collections.ed.ac.uk/art/record/20578?highlight=*:*
Portrait of a Young Woman Sketching (1959),Denness Morton,collections.ed.ac.uk/art/record/20887?highlight=*:*
Standing Male Nude (1939-1940),James H Donaldson,collections.ed.ac.uk/art/record/21124?highlight=*:*
Untitled (1966),Carra McNeil,collections.ed.ac.uk/art/record/22506?highlight=*:*
Unknown (1954),John P Busby,collections.ed.ac.uk/art/record/50570?highlight=*:*
Untitled,Jock Nicol,collections.ed.ac.uk/art/record/111035?highlight=*:*
Landscape (1957),Sheena McEwan,collections.ed.ac.uk/art/record/21010?highlight=*:*
Portrait of a Woman's Head (1957),Erica M Thomas,collections.ed.ac.uk/art/record/20841?highlight=*:*
Abstract,C Pulsford,collections.ed.ac.uk/art/record/21084?highlight=*:*
Untitled,Ruth Stiven,collections.ed.ac.uk/art/record/99494?highlight=*:*
Black Sitka (1961),William Johnstone,collections.ed.ac.uk/art/record/499?highlight=*:*
Female Nude Adjusting Shoe (1948),John Thompson,collections.ed.ac.uk/art/record/20843?highlight=*:*
In Edinburgh Carnival '65 (1965),Kenneth R Duffy,collections.ed.ac.uk/art/record/99493?highlight=*:*
Untitled (1947),Maria Garbolewska,collections.ed.ac.uk/art/record/21769?highlight=*:*
Grumpy Hansel (1:2) (Unknown),Unknown,collections.ed.ac.uk/art/record/21823?highlight=*:*
Untitled - Front of boat (1969),John H McKerrell,collections.ed.ac.uk/art/record/99356?highlight=*:*
Riders from the North Frieze of the Parthenon (1836-1837),NA,collections.ed.ac.uk/art/record/20703?highlight=*:*
Untitled (Unknown),Unknown,collections.ed.ac.uk/art/record/21655?highlight=*:*
Unknown (1987),Donald Clark,collections.ed.ac.uk/art/record/53603?highlight=*:*
Brass moths and bees (2018),Jessica Gasson,collections.ed.ac.uk/art/record/102752?highlight=*:*
Unknown (1952),Rosemary Bagshaw,collections.ed.ac.uk/art/record/53516?highlight=*:*
Anatomy Test Jeckon H,Maureen Dawson,collections.ed.ac.uk/art/record/112351?highlight=*:*
East Frieze of the Parthenon Frieze (1836-1837),NA,collections.ed.ac.uk/art/record/20687?highlight=*:*
Untitled (Purple) (2015),Phoebe Mitchell,collections.ed.ac.uk/art/record/53778?highlight=*:*
Standing Male Nude (1952),Unknown,collections.ed.ac.uk/art/record/21216?highlight=*:*
Viennese embroidery in frame (1936),Unknown,collections.ed.ac.uk/art/record/100010?highlight=*:*
Georgian waistcoat (1700-1799),Unknown,collections.ed.ac.uk/art/record/102662?highlight=*:*
Seated Goddesses from the Parthenon (east pediment) (Pre 1830),Westmacott,collections.ed.ac.uk/art/record/20630?highlight=*:*
Shouting Boys,Karol Prentice,collections.ed.ac.uk/art/record/22573?highlight=*:*
Landscape with Bridge and Loch (Circa 1987),Renny J. Tait,collections.ed.ac.uk/art/record/22519?highlight=*:*
Angel with hand raised in blessing,Unknown,collections.ed.ac.uk/art/record/20545?highlight=*:*
Untitled - Abstract Portrait of King (1961),John Mitchell,collections.ed.ac.uk/art/record/99366?highlight=*:*
Reclining Male Nude (1952),John Houston,collections.ed.ac.uk/art/record/21353?highlight=*:*
Abstract with Blue Stripes (quadriptych) (1969),Ian G. Robertson,collections.ed.ac.uk/art/record/22571?highlight=*:*
Unknown (1952),George Roderick Carmichael,collections.ed.ac.uk/art/record/50568?highlight=*:*
Untitled (1988),Jodie Pear,collections.ed.ac.uk/art/record/21552?highlight=*:*
Architectural Frieze with Lion's Head,Unknown,collections.ed.ac.uk/art/record/20535?highlight=*:*
Unknown (1958),Andrew P. W. Conkie,collections.ed.ac.uk/art/record/50527?highlight=*:*
Untitled (1966),Helen G. S Forde,collections.ed.ac.uk/art/record/99816?highlight=*:*
"Street scene from the window, Florence, 1947 (1947)",Marjorie Wallace,collections.ed.ac.uk/art/record/50447?highlight=*:*
Emerging (1987),Paul Furneaux,collections.ed.ac.uk/art/record/111441?highlight=*:*
Orange and Lemon Playing Games I (1999),CBE HRSA HRSW Wilhelmina Barns-Graham,collections.ed.ac.uk/art/record/54751?highlight=*:*
Five Views of a Seated Woman (1956),Jacqueline A N Stieger,collections.ed.ac.uk/art/record/20820?highlight=*:*
Portrait of an Elderly Man (1953),Ian Short,collections.ed.ac.uk/art/record/21204?highlight=*:*
Study for Two Figure Composition (1949),Douglas Baxter,collections.ed.ac.uk/art/record/50576?highlight=*:*
Unknown (1947-1948),Marjorie Wallace,collections.ed.ac.uk/art/record/50439?highlight=*:*
Drawing of a Skeleton (Circa 1957),David Young,collections.ed.ac.uk/art/record/20861?highlight=*:*
Firenze Winter (1958),Beatrice Patricia Grimshaw,collections.ed.ac.uk/art/record/53478?highlight=*:*
Portrait of a Woman (1959),W Bryden,collections.ed.ac.uk/art/record/21105?highlight=*:*
City Beyond (NOV 1962),John Picking,collections.ed.ac.uk/art/record/111038?highlight=*:*
Abstract Composition in Green with Curved Recess (1967),George M. Donald,collections.ed.ac.uk/art/record/22509?highlight=*:*
Seated Figure in Striped Top (Circa 1981),Alastair R. W. Hearsum,collections.ed.ac.uk/art/record/22527?highlight=*:*
Unknown (1939),Eleanora Borrie,collections.ed.ac.uk/art/record/50608?highlight=*:*
Cello playing Clown (Circa 1965),William Gillon,collections.ed.ac.uk/art/record/21311?highlight=*:*
Untitled (Unknown),Unknown,collections.ed.ac.uk/art/record/21891?highlight=*:*
Unknown (1949),Betty Elston,collections.ed.ac.uk/art/record/50582?highlight=*:*
Portrait of a Man (1952),J Shillabeer,collections.ed.ac.uk/art/record/21201?highlight=*:*
Untitled (1963),Alison Keith,collections.ed.ac.uk/art/record/22007?highlight=*:*
Architectural Interior,Katherine Binns,collections.ed.ac.uk/art/record/21430?highlight=*:*
Lillian Willey collar (1950),Lilian Willey,collections.ed.ac.uk/art/record/102707?highlight=*:*
Untitled (1982),Unknown,collections.ed.ac.uk/art/record/21817?highlight=*:*
Drawn from Nature (Unknown),Unknown,collections.ed.ac.uk/art/record/21847?highlight=*:*
Man in Black,Claudia Petretti,collections.ed.ac.uk/art/record/21482?highlight=*:*
Portrait of a Seated Man,Finlay Purvis,collections.ed.ac.uk/art/record/21518?highlight=*:*
Seated Male Nude with Sword (1955),Fiona C MacCormick,collections.ed.ac.uk/art/record/21013?highlight=*:*
Untitled (Unknown),Victoria Bimie,collections.ed.ac.uk/art/record/21962?highlight=*:*
Bathers (1962),Vivien Alexander,collections.ed.ac.uk/art/record/22524?highlight=*:*
Untitled - Man in Glasses Reading (1985),Sophie J Brown,collections.ed.ac.uk/art/record/99424?highlight=*:*
Life-Drawing (1928),Robert Heriot Westwater,collections.ed.ac.uk/art/record/100023?highlight=*:*
Unknown (1950-1951),Valerie A. Cockburn (Gage),collections.ed.ac.uk/art/record/50554?highlight=*:*
Seated Female Nude (1959),R Williamson,collections.ed.ac.uk/art/record/20951?highlight=*:*
Edinburgh College of Art War Memorial (1922),"Charles d'Orville Pilkington-Jackson ARSA, FRBS, FRSA",collections.ed.ac.uk/art/record/99985?highlight=*:*
Untitled,Roy M. W. Cameron,collections.ed.ac.uk/art/record/112349?highlight=*:*
Seated Woman,Ruari MacLeod,collections.ed.ac.uk/art/record/21497?highlight=*:*
Portrait of a Standing Woman (07 Feb 1957),Albert Robson,collections.ed.ac.uk/art/record/20814?highlight=*:*
"Temple Cottage, Temple, View of Garden",Sir William George Gillies,collections.ed.ac.uk/art/record/99221?highlight=*:*
Untitled (Unknown),T. Watson,collections.ed.ac.uk/art/record/21799?highlight=*:*
"Circus people in restaurant, Ravenna (1957)",Peter McGinn,collections.ed.ac.uk/art/record/21116?highlight=*:*
Squeeeeeze (2016),Ruoyan Wang,collections.ed.ac.uk/art/record/99240?highlight=*:*
Untitled (Unknown),Isobel Jack,collections.ed.ac.uk/art/record/21624?highlight=*:*
Unknown (1949),James N. Hardie,collections.ed.ac.uk/art/record/50531?highlight=*:*
Head of Niccolo da Uzzano,NA,collections.ed.ac.uk/art/record/20606?highlight=*:*
Untitled - Sitting Woman with a Fringe (Apr 1963),William Gillon,collections.ed.ac.uk/art/record/99479?highlight=*:*
Skeleton and Flowers (1958-1959),Peter Standen,collections.ed.ac.uk/art/record/20794?highlight=*:*
Coastal Village with Church,Unknown,collections.ed.ac.uk/art/record/22733?highlight=*:*
Graveyard and Church,John Brown,collections.ed.ac.uk/art/record/21525?highlight=*:*
Female Nude in Landscape with Union Jack (1965),William Gillon,collections.ed.ac.uk/art/record/21314?highlight=*:*
Study for picture 'Waking of Brynhildr' (1897),Pavlov Chailly,collections.ed.ac.uk/art/record/50474?highlight=*:*
Untitled (2002),Hannah Mulder,collections.ed.ac.uk/art/record/99942?highlight=*:*
Venus Marina,Unknown,collections.ed.ac.uk/art/record/20594?highlight=*:*
Untitled - Portrait of a Female with Fringe (1963-1964),Irene G. Thomson,collections.ed.ac.uk/art/record/99420?highlight=*:*
The Berwick Law (Feb 1983),Wendy McMurdo,collections.ed.ac.uk/art/record/21811?highlight=*:*
Landscape with Resting Harvesters (1953),John Houston,collections.ed.ac.uk/art/record/111446?highlight=*:*
Untitled (1986),Margot Thomson,collections.ed.ac.uk/art/record/21590?highlight=*:*
Espresso Saucer,Emma Gillies,collections.ed.ac.uk/art/record/53689?highlight=*:*
Standing Male Nude leaning on a Plinth (1959),George Mackintosh,collections.ed.ac.uk/art/record/20885?highlight=*:*
